month_start,page,clicks,impressions,ctr,avg_position,period,truncated,refresh_id,source_timezone,source
2025-07-01,https://www.myglobalhealth.online/product-page/beauty-focus-multibeauty,0,55,0,14.163636363636364,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/pt/careers,0,4,0,3.75,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/pt/post/a-tms-pode-melhorar-a-fun%C3%A7%C3%A3o-cognitiva-na-doen%C3%A7a-de-alzheimer-ou-no-comprometimento-cognitivo-lev,0,2,0,4.5,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/pt/services-1-2/consulta-de-immunoalergologia,0,152,0,68.5657894736842,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/asthma-prescription,0,29,0,36.10344827586207,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/baja-medica,0,2,0,10.5,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/consulta-de-dermatolog%C3%ADa,0,7,0,63,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/consulta-de-gastroenterolog%C3%ADa,0,3,0,9,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/consulta-de-oncolog%C3%ADa,0,10,0,47.5,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/consulta-ortop%C3%A9dica-1,0,1,0,2,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/diabetes-consultation,0,1,0,48,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/erectile-dysfunction-consultation,0,2,0,4.5,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/gp-consultation,0,7,0,1,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/hair-loss-prescription,0,1,0,76,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/ie-driving-license-medical-certificate,0,1,0,25,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/ie-gastroentherology-consultation,0,1,0,2,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/l%C3%A9ka%C5%99sk%C3%A1-konzultace,0,2,0,1,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/migraine-consultation,0,25,0,33.64,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/pain-management-consultation,0,5,0,17.4,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/pracovn%C3%AD-neschopnost,0,2,0,6,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/respiratory-infections,0,1,0,8,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/same-day-all-dublin-except-d1-2-4-6-8,0,8,0,8.75,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/self-referral,0,5,0,1.6,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/sp-medicina-fisica-y-rehabilitacion,0,1,0,43,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/travel-consultation,0,3,0,2.333333333333333,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/service-page/treatment-refill,0,3,0,30.333333333333332,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/services-1-4,0,7,0,1.2857142857142856,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-07-01,https://www.myglobalhealth.online/services-1/renova%C3%A7aoprescricao,0,16,0,32.9375,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-08-01,https://www.myglobalhealth.online/,24,532,0.045112781954887216,26.86466165413534,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
2025-08-01,https://www.myglobalhealth.online/service-page/ie-gastroentherology-consultation,2,3,0.6666666666666666,3.3333333333333335,pre_launch,no,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
