date,page,searcher_country,device,search_type,clicks,impressions,ctr,avg_position,row_key,refresh_id,data_state,source_timezone,data_quality,source
2026-07-21,https://www.myglobalhealth.online/brazil/es/services/saude-idoso-online,ALL,ALL,web,0,1,0,8,2026-07-21|https://www.myglobalhealth.online/brazil/es/services/saude-idoso-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/es/services/saude-sexual-ist-online,ALL,ALL,web,0,1,0,7,2026-07-21|https://www.myglobalhealth.online/brazil/es/services/saude-sexual-ist-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/es/services/solicitacao-exames-online,ALL,ALL,web,0,5,0,16,2026-07-21|https://www.myglobalhealth.online/brazil/es/services/solicitacao-exames-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/pt/pricing,ALL,ALL,web,0,7,0,7.714285714285714,2026-07-21|https://www.myglobalhealth.online/brazil/pt/pricing|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/pt/services/atestado-medico-online,ALL,ALL,web,0,2,0,24.5,2026-07-21|https://www.myglobalhealth.online/brazil/pt/services/atestado-medico-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/pt/services/consulta-clinica-online,ALL,ALL,web,1,8,0.125,15.625,2026-07-21|https://www.myglobalhealth.online/brazil/pt/services/consulta-clinica-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/pt/services/consulta-pele-online,ALL,ALL,web,0,3,0,7.333333333333333,2026-07-21|https://www.myglobalhealth.online/brazil/pt/services/consulta-pele-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/pt/services/saude-do-homem-online,ALL,ALL,web,0,3,0,38.666666666666664,2026-07-21|https://www.myglobalhealth.online/brazil/pt/services/saude-do-homem-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/pt/services/segunda-opiniao-medica,ALL,ALL,web,0,1,0,9,2026-07-21|https://www.myglobalhealth.online/brazil/pt/services/segunda-opiniao-medica|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/pt/services/solicitacao-exames-online,ALL,ALL,web,0,2,0,9,2026-07-21|https://www.myglobalhealth.online/brazil/pt/services/solicitacao-exames-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/ro,ALL,ALL,web,0,3,0,6.333333333333333,2026-07-21|https://www.myglobalhealth.online/brazil/ro|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/ro/gp-consultation-online,ALL,ALL,web,0,1,0,2,2026-07-21|https://www.myglobalhealth.online/brazil/ro/gp-consultation-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/ro/services/atestado-medico-online,ALL,ALL,web,0,4,0,7.5,2026-07-21|https://www.myglobalhealth.online/brazil/ro/services/atestado-medico-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/ro/services/consulta-clinica-online,ALL,ALL,web,0,2,0,5.5,2026-07-21|https://www.myglobalhealth.online/brazil/ro/services/consulta-clinica-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/ro/services/saude-do-homem-online,ALL,ALL,web,1,1,1,20,2026-07-21|https://www.myglobalhealth.online/brazil/ro/services/saude-do-homem-online|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/brazil/ro/services/segunda-opiniao-medica,ALL,ALL,web,0,2,0,8.5,2026-07-21|https://www.myglobalhealth.online/brazil/ro/services/segunda-opiniao-medica|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/category/all-products,ALL,ALL,web,1,2,0.5,1,2026-07-21|https://www.myglobalhealth.online/category/all-products|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
