page,country,clicks,impressions,ctr,avg_position,truncated,refresh_id,source_timezone,source
https://www.myglobalhealth.online/ireland-doctors/dr-tiago-miguel-figueira,nld,1,7,0.14285714285714285,2.857142857142857,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-tiago-miguel-figueira,pol,1,1,1,3,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-tiago-miguel-figueira,prt,1,14,0.07142857142857142,8.642857142857142,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland-doctors/dr-yousif-mohamed,irl,1,13,0.07692307692307693,3.6153846153846154,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ireland/en/services/referral-and-investigations,irl,1,23,0.043478260869565216,44.130434782608695,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/portugal/medical-certificate-for-driving-license,deu,1,11,0.09090909090909091,8.545454545454547,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/portugal/medical-certificate-for-driving-license,esp,1,24,0.041666666666666664,22.291666666666668,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/product-page/beauty-focus-multibeauty,bhs,1,1,1,1,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/product-page/beauty-focus-multibeauty,nor,1,66,0.015151515151515152,6.954545454545454,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/product-page/beauty-focus-multibeauty,prt,1,16,0.0625,6.1875,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/product-page/beauty-focus-multibeauty,sau,1,4,0.25,1.75,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
