target_country,language,page_type,pages,indexable_pages,median_word_count,p10_word_count,em_dash_per_1k_words,exclamation_per_1k_words,superlative_hits_total,superlative_pages_ge3,generic_intro_pages,generic_intro_share,median_faq_count,pages_with_faq,dup_group_pages,thin_pages_lt150,soft404_pages,median_h2,impressions_W1,clicks_W1
(global),(none),checkout,4.0,0.0,40.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
(global),(none),contact,1.0,1.0,184.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
(global),(none),unknown,17.0,0.0,38.0,3.6,9.95,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,795.0,18.0
Brazil,en,about,1.0,1.0,569.0,569.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0
Brazil,en,blog_index,1.0,1.0,293.0,293.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
Brazil,en,blog_post,5.0,5.0,2400.0,1256.2,6.92,0.0,10.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,14.0,38.0,0.0
Brazil,en,booking,1.0,1.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Brazil,en,careers,1.0,1.0,130.0,130.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Brazil,en,checkout,4.0,0.0,46.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Brazil,en,consult,1.0,0.0,1450.0,1450.0,0.69,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Brazil,en,contact,1.0,1.0,392.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,19.0,0.0
Brazil,en,doctor,1.0,1.0,2504.0,2504.0,7.59,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Brazil,en,doctors_index,1.0,1.0,1647.0,1647.0,4.86,0.0,3.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0
Brazil,en,faq,1.0,1.0,2289.0,2289.0,8.74,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0
Brazil,en,legal,7.0,6.0,835.0,234.6,9.55,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Brazil,en,market_home,1.0,1.0,1747.0,1747.0,2.86,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,14.0,544.0,0.0
Brazil,en,press,1.0,1.0,248.0,248.0,8.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
Brazil,en,pricing,1.0,1.0,408.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Brazil,en,service,18.0,18.0,2381.0,1841.9,30.33,0.0,23.0,3.0,0.0,0.0,8.0,18.0,0.0,0.0,0.0,12.0,1.0,0.0
Brazil,en,tool,8.0,8.0,1874.5,1704.2,9.0,0.0,3.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,9.0,8.0,0.0
Brazil,es,about,1.0,1.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0
Brazil,es,blog_index,1.0,1.0,312.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Brazil,es,blog_post,5.0,5.0,2387.0,1317.8,3.27,0.0,9.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,14.0,9.0,0.0
Brazil,es,booking,1.0,1.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Brazil,es,careers,1.0,1.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Brazil,es,checkout,4.0,0.0,47.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Brazil,es,consult,1.0,0.0,1601.0,1601.0,0.62,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Brazil,es,contact,1.0,1.0,503.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Brazil,es,doctor,1.0,1.0,2761.0,2761.0,6.88,0.0,8.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Brazil,es,doctors_index,1.0,1.0,1846.0,1846.0,3.25,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Brazil,es,faq,1.0,0.0,2302.0,2302.0,8.25,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Brazil,es,legal,7.0,5.0,966.0,239.8,7.98,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Brazil,es,market_home,1.0,1.0,1912.0,1912.0,2.62,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,14.0,7.0,0.0
Brazil,es,press,1.0,1.0,263.0,263.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Brazil,es,pricing,1.0,1.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Brazil,es,service,18.0,18.0,2522.0,1949.8,27.99,0.0,25.0,4.0,0.0,0.0,8.0,18.0,0.0,0.0,0.0,12.0,6.0,0.0
Brazil,es,tool,8.0,8.0,1825.0,1644.6,4.39,0.0,11.0,2.0,0.0,0.0,6.0,8.0,0.0,0.0,1.0,9.0,15.0,0.0
Brazil,pt,about,1.0,1.0,628.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0
Brazil,pt,blog_index,1.0,1.0,319.0,319.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Brazil,pt,blog_post,5.0,5.0,2344.0,1250.8,11.72,0.0,9.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,14.0,29.0,0.0
Brazil,pt,booking,1.0,1.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Brazil,pt,careers,1.0,1.0,144.0,144.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Brazil,pt,checkout,4.0,0.0,47.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Brazil,pt,consult,1.0,0.0,1555.0,1555.0,0.64,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0
Brazil,pt,contact,1.0,1.0,418.0,418.0,2.39,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0
Brazil,pt,doctor,1.0,1.0,2660.0,2660.0,7.14,0.0,7.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Brazil,pt,faq,1.0,1.0,2310.0,2310.0,8.23,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,36.0,0.0
Brazil,pt,legal,7.0,6.0,936.0,238.4,8.48,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Brazil,pt,market_home,1.0,1.0,1869.0,1869.0,4.28,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,14.0,56.0,0.0
Brazil,pt,press,1.0,1.0,259.0,259.0,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Brazil,pt,pricing,1.0,1.0,506.0,506.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Brazil,pt,service,18.0,18.0,2556.0,1970.5,29.18,0.0,29.0,5.0,0.0,0.0,8.0,18.0,0.0,0.0,0.0,12.0,48.0,0.0
Brazil,pt,tool,8.0,8.0,2011.5,1820.8,8.66,0.0,13.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,9.0,478.0,0.0
Brazil,pt,unknown,1.0,0.0,1796.0,1796.0,6.12,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Czechia,cs,about,1.0,1.0,519.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0
Czechia,cs,blog_index,1.0,1.0,302.0,302.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Czechia,cs,blog_post,6.0,6.0,1803.5,898.5,11.76,0.0,3.0,0.0,0.0,0.0,3.5,4.0,0.0,0.0,0.0,14.0,349.0,0.0
Czechia,cs,booking,1.0,1.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0
Czechia,cs,careers,3.0,3.0,686.0,246.8,30.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0
Czechia,cs,checkout,4.0,0.0,46.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Czechia,cs,consult,1.0,0.0,1539.0,1539.0,1.3,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,9.0,163.0,0.0
Czechia,cs,contact,1.0,1.0,387.0,387.0,2.58,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0
Czechia,cs,doctor,2.0,1.0,1005.0,389.8,2.49,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.5,0.0,0.0
Czechia,cs,faq,1.0,1.0,2154.0,2154.0,6.5,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Czechia,cs,legal,7.0,6.0,1947.0,308.6,11.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Czechia,cs,market_home,1.0,1.0,1884.0,1884.0,9.02,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,14.0,124.0,8.0
Czechia,cs,press,2.0,2.0,529.5,329.9,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0
Czechia,cs,pricing,1.0,1.0,438.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Czechia,cs,service,5.0,5.0,1651.0,1267.2,20.59,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,11.0,1.0,0.0
Czechia,cs,tool,8.0,8.0,1619.5,1486.4,10.98,0.0,3.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,9.0,2256.0,28.0
Czechia,cs,unknown,17.0,0.0,1259.0,588.0,10.44,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,9.0,46.0,4.0
Czechia,de,about,1.0,1.0,578.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Czechia,de,blog_index,1.0,1.0,331.0,331.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Czechia,de,blog_post,6.0,6.0,2137.5,958.5,5.35,0.0,28.0,3.0,0.0,0.0,3.5,4.0,0.0,0.0,0.0,14.0,3.0,0.0
Czechia,de,booking,1.0,1.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Czechia,de,careers,3.0,3.0,746.0,262.8,27.01,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Czechia,de,checkout,4.0,0.0,46.5,39.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Czechia,de,consult,1.0,0.0,1411.0,1411.0,2.13,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Czechia,de,contact,1.0,1.0,434.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Czechia,de,doctor,8.0,5.0,1642.0,239.4,6.34,0.0,43.0,5.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,4.5,0.0,0.0
Czechia,de,doctors_index,1.0,1.0,1488.0,1488.0,6.05,0.0,12.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0
Czechia,de,faq,1.0,0.0,2162.0,2162.0,6.48,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0
Czechia,de,legal,7.0,5.0,2098.0,290.2,11.6,0.0,99.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Czechia,de,market_home,1.0,1.0,1939.0,1939.0,8.25,0.0,11.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,14.0,2.0,0.0
Czechia,de,press,2.0,2.0,554.0,337.2,2.71,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0
Czechia,de,pricing,1.0,1.0,413.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Czechia,de,service,15.0,15.0,1992.0,1643.4,25.64,0.0,156.0,14.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,11.0,6.0,0.0
Czechia,de,tool,8.0,8.0,1564.5,1405.2,11.66,0.0,23.0,4.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,9.0,5.0,0.0
Czechia,en,about,1.0,1.0,568.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0
Czechia,en,blog_index,1.0,1.0,342.0,342.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Czechia,en,blog_post,6.0,6.0,2315.5,968.5,6.92,0.0,6.0,1.0,0.0,0.0,3.5,4.0,0.0,0.0,0.0,14.0,203.0,0.0
Czechia,en,booking,1.0,1.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Czechia,en,careers,3.0,3.0,729.0,249.8,27.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Czechia,en,checkout,4.0,0.0,46.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Czechia,en,consult,1.0,0.0,1432.0,1432.0,0.7,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0
Czechia,en,contact,1.0,1.0,453.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Czechia,en,doctor,8.0,5.0,1732.0,238.4,5.67,0.0,8.0,2.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,4.5,1.0,0.0
Czechia,en,doctors_index,1.0,1.0,1571.0,1571.0,5.73,0.0,3.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0
Czechia,en,faq,1.0,1.0,2172.0,2172.0,6.45,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0
Czechia,en,legal,7.0,7.0,2099.0,304.8,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Czechia,en,market_home,1.0,1.0,1980.0,1980.0,8.08,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,14.0,41.0,2.0
Czechia,en,press,2.0,2.0,559.5,343.1,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0
Czechia,en,pricing,1.0,1.0,421.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Czechia,en,service,15.0,15.0,1977.0,1490.8,25.69,0.0,15.0,2.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,11.0,11.0,0.0
Czechia,en,tool,8.0,8.0,1875.0,1695.8,8.89,0.0,3.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,9.0,38.0,0.0
Czechia,es,about,1.0,1.0,634.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Czechia,es,blog_index,1.0,1.0,416.0,416.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Czechia,es,blog_post,6.0,6.0,2560.0,1620.5,4.04,0.0,9.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,14.5,0.0,0.0
Czechia,es,booking,1.0,1.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Czechia,es,careers,2.0,2.0,458.5,204.5,19.63,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
Czechia,es,checkout,4.0,0.0,47.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Czechia,es,consult,1.0,0.0,1679.0,1679.0,1.19,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Czechia,es,contact,1.0,1.0,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Czechia,es,doctor,8.0,5.0,1980.0,262.4,4.06,0.0,4.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,4.5,0.0,0.0
Czechia,es,doctors_index,1.0,1.0,1652.0,1652.0,5.45,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0
Czechia,es,faq,1.0,0.0,2164.0,2164.0,6.47,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Czechia,es,legal,7.0,5.0,2101.0,313.6,9.35,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Czechia,es,market_home,1.0,1.0,2154.0,2154.0,7.43,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,14.0,22.0,0.0
Czechia,es,press,2.0,2.0,616.5,368.1,2.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0
Czechia,es,pricing,1.0,1.0,507.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Czechia,es,service,15.0,15.0,2237.0,1876.2,18.07,0.0,19.0,2.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,11.0,1.0,0.0
Czechia,es,tool,8.0,8.0,1834.0,1650.6,4.58,0.0,11.0,2.0,0.0,0.0,6.0,8.0,0.0,0.0,1.0,9.0,1.0,0.0
Czechia,pt,about,1.0,1.0,640.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Czechia,pt,blog_index,1.0,1.0,422.0,422.0,2.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Czechia,pt,blog_post,6.0,6.0,2585.5,1592.5,8.39,0.0,7.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,14.5,0.0,0.0
Czechia,pt,booking,1.0,1.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Czechia,pt,careers,2.0,2.0,474.5,214.9,22.13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
Czechia,pt,checkout,4.0,0.0,47.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Czechia,pt,consult,1.0,0.0,1646.0,1646.0,1.22,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Czechia,pt,contact,1.0,1.0,527.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Czechia,pt,doctor,8.0,5.0,1924.0,259.4,5.39,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,4.5,1.0,0.0
Czechia,pt,doctors_index,1.0,1.0,1627.0,1627.0,5.53,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0
Czechia,pt,faq,1.0,0.0,2166.0,2166.0,6.46,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Czechia,pt,legal,7.0,5.0,2100.0,311.0,9.83,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Czechia,pt,market_home,1.0,1.0,2155.0,2155.0,7.42,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0
Czechia,pt,press,2.0,2.0,636.0,373.6,2.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0
Czechia,pt,pricing,1.0,1.0,531.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Czechia,pt,service,15.0,15.0,2226.0,1864.6,22.27,0.0,19.0,2.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0
Czechia,pt,tool,8.0,8.0,1828.5,1645.8,8.18,0.0,13.0,2.0,0.0,0.0,6.0,8.0,0.0,0.0,1.0,9.0,0.0,0.0
Czechia,ro,about,1.0,1.0,565.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Czechia,ro,blog_index,1.0,1.0,364.0,364.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Czechia,ro,blog_post,6.0,6.0,2307.0,1460.0,6.62,0.0,4.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,14.5,1.0,0.0
Czechia,ro,booking,1.0,1.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Czechia,ro,careers,2.0,2.0,460.5,210.5,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
Czechia,ro,checkout,4.0,0.0,46.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Czechia,ro,consult,1.0,0.0,1640.0,1640.0,1.22,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Czechia,ro,contact,1.0,1.0,470.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Czechia,ro,doctor,8.0,5.0,1824.5,248.4,5.68,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,4.5,0.0,0.0
Czechia,ro,doctors_index,1.0,1.0,1630.0,1630.0,5.52,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0
Czechia,ro,faq,1.0,0.0,2166.0,2166.0,6.46,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Czechia,ro,legal,7.0,5.0,2100.0,309.4,10.44,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Czechia,ro,market_home,1.0,1.0,2110.0,2110.0,7.58,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0
Czechia,ro,press,2.0,2.0,582.5,355.7,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,2.0,0.0
Czechia,ro,pricing,1.0,1.0,493.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Czechia,ro,service,15.0,15.0,2189.0,1847.6,22.69,0.0,6.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0
Czechia,ro,tool,8.0,8.0,1729.5,1558.6,8.71,0.0,3.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,1.0,9.0,0.0,0.0
Ireland,cs,about,1.0,1.0,543.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Ireland,cs,blog_index,1.0,1.0,410.0,410.0,2.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Ireland,cs,blog_post,9.0,9.0,2161.0,1153.2,6.56,0.0,6.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,14.0,23.0,0.0
Ireland,cs,booking,1.0,1.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Ireland,cs,careers,1.0,1.0,178.0,178.0,50.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Ireland,cs,checkout,4.0,0.0,46.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Ireland,cs,consult,1.0,0.0,2182.0,2182.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
Ireland,cs,contact,1.0,1.0,418.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0
Ireland,cs,doctor,22.0,21.0,1702.5,1266.0,5.01,0.0,8.0,1.0,0.0,0.0,6.0,21.0,0.0,0.0,0.0,5.0,1.0,0.0
