"url","locale","resolved_locale","kind","service","bookability","reason","next_available_at","doctors","consultation_languages","price_cents","duration","registry_issue","source"
"https://www.myglobalhealth.online/spain/ro/services/derivaciones-pruebas-online","ro","RO","GENERAL","derivaciones-pruebas-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-derivaciones-pruebas-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/dermatologia-especialista-online","ro","RO","SPECIALIST","dermatologia-especialista-online","BOOKABLE","","2026-09-14T08:14:00.000Z","Dr. Alfredo del Valle Moreno Montañez","Dr. Alfredo del Valle Moreno Montañez: Spanish, English","7000","15","","raw/api/services-dermatologia-especialista-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/enfermedades-cronicas-online","ro","RO","GENERAL","enfermedades-cronicas-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-enfermedades-cronicas-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/justificante-medico-online","ro","RO","GENERAL","justificante-medico-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-justificante-medico-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/medicina-viaje-online","ro","RO","GENERAL","medicina-viaje-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-medicina-viaje-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/musculoesqueletico-online","ro","RO","GENERAL","musculoesqueletico-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-musculoesqueletico-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/pediatria-online","ro","RO","GENERAL","pediatria-online","BOOKABLE","","2026-09-13T12:26:00.000Z","Dra. María Silvina Irale Tunkiewicz","Dra. María Silvina Irale Tunkiewicz: Spanish","3900","15","","raw/api/services-pediatria-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/psicologo-online","ro","RO","SPECIALIST","psicologo-online","BOOKABLE","","2026-09-14T12:59:00.000Z","Javier Villarte Betancor | Tomás Ruiz Palacios","Javier Villarte Betancor: Spanish | Tomás Ruiz Palacios: Spanish, Italian","12000","45","","raw/api/services-psicologo-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/psiquiatra-online","ro","RO","SPECIALIST","psiquiatra-online","BOOKABLE","","2026-09-14T12:29:00.000Z","Dra. Mónica Fabiana Cornejo Román","Dra. Mónica Fabiana Cornejo Román: Spanish","15000","45","","raw/api/services-psiquiatra-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/renovacion-tratamiento-online","ro","RO","GENERAL","renovacion-tratamiento-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","2900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-renovacion-tratamiento-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/salud-femenina-online","ro","RO","GENERAL","salud-femenina-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-femenina-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/salud-masculina-online","ro","RO","GENERAL","salud-masculina-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-masculina-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/salud-mental-online","ro","RO","GENERAL","salud-mental-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","5900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-mental-online-RO.json"
"https://www.myglobalhealth.online/spain/ro/services/segunda-opinion-medica","ro","RO","GENERAL","segunda-opinion-medica","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-segunda-opinion-medica-RO.json"
